Title,Company,Location,Salary,Experience,Job_Type,Skills,URL
Architecture Technical Office & Site Engineer,River Collection,"Dokki, Giza",Confidential,3 To 5 Years,N/A,Revit,https://wuzzuf.net/jobs/p/i7lfoyqvppuc-architecture-technical-office-site-engineer-river-collection-giza-egypt
Odoo Developer,Naguib Selim,"Nasr City, Cairo",35000 To 40000 EGP,2 To 4 Years,N/A,Odoo Development,https://wuzzuf.net/jobs/p/3rfe51dwpo5q-odoo-developer-naguib-selim-cairo-egypt
Senior Sales Engineer,Turbo Egypt Compression,"Heliopolis, Cairo",Confidential,5 To 8 Years,N/A,Sales,https://wuzzuf.net/jobs/p/jlrpjdw4pomr-senior-sales-engineer-turbo-egypt-compression-cairo-egypt
Entry-Level Data Entry Specialist,PulseMediaNL (LATAM REGION),"الرياض, المملكة العربية السعودية",Confidential,Not Specified,N/A,Data Entry,https://wuzzuf.net/saudi/jobs/p/g/wowbx0xzgkqr-entry-level-data-entry-specialist-pulsemedianl-latam-region-riyadh-saudi-arabia
Road Design Engineer,Sites International,"Giza, Giza",Confidential,7 To 10 Years,N/A,Road Design,https://wuzzuf.net/jobs/p/vmpcxtfxxdgb-road-design-engineer-sites-international-giza-egypt
Data Scientist (Remote),Nexus Consulting,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Python,https://wuzzuf.net/saudi/jobs/p/g/oxddw9agg2qm-data-scientist-remote-nexus-consulting-riyadh-saudi-arabia
Production Engineer (Off-Line Cutting),Saint-Gobain,"Ain Sokhna, Suez",Confidential,2 To 5 Years,N/A,Production process optimization,https://wuzzuf.net/jobs/p/bfqwfznp1v1s-production-engineer-off-line-cutting-saint-gobain-suez-egypt
Senior Planning Engineer,Urban Craft,"Sheikh Zayed, Giza",Confidential,6 To 10 Years,N/A,Architecture,https://wuzzuf.net/jobs/p/yzaedfvlbvug-senior-planning-engineer-urban-craft-giza-egypt
Process Engineer - Soldering,Eaton,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Engineering,https://wuzzuf.net/jobs/p/g/unamrl249cvb-process-engineer-soldering-eaton-dubai-united-arab-emirates
Full time Senior VB6 Developer,Sinmar Soft,"Nozha, Cairo",Confidential,More Than 5 Years,N/A,VB6,https://wuzzuf.net/jobs/p/tutbsu1fcpma-full-time-senior-vb6-developer-sinmar-soft-cairo-egypt
Industrial Engineer - Acting Head,Midea Group,"Alsadat City, Monufya",Confidential,7 To 12 Years,N/A,Leadership Management,https://wuzzuf.net/jobs/p/iobwmmu9fnjp-industrial-engineer-acting-head-midea-group-monufya-egypt
Technical Support Engineer,Afaqy,"Maadi, Cairo",Confidential,2 To 4 Years,N/A,Computer Hardware,https://wuzzuf.net/jobs/p/jophhxk6so1l-technical-support-engineer-afaqy-cairo-egypt
Lead Mechanical Site Engineer,EMS Solutions,"6th of October, Giza",Confidential,10 To 15 Years,N/A,Engineering,https://wuzzuf.net/jobs/p/l3lvbbup4wq3-lead-mechanical-site-engineer-ems-solutions-giza-egypt
Agriculture Engineer - (Seedlings & Crops) - Minya,samy ayed group,"Cairo, Egypt",Confidential,2 To 3 Years,N/A,Irrigation,https://wuzzuf.net/jobs/p/5xxvqjxrh1gl-agriculture-engineer-seedlings-crops-minya-samy-ayed-group-cairo-egypt
Reporting Specialist,Energy Job Search,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Reporting,https://wuzzuf.net/saudi/jobs/p/g/erodz1cjhvrp-reporting-specialist-energy-job-search-riyadh-saudi-arabia
Remote Data Analyst Specialist,PulseMediaNL (LATAM REGION),"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/saudi/jobs/p/g/linoyydxrsex-remote-data-analyst-specialist-pulsemedianl-latam-region-riyadh-saudi-arabia
Community Analyst (Remote),North Star Staffing,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Communication Skills,https://wuzzuf.net/saudi/jobs/p/g/eb3zvzwd4ueu-community-analyst-remote-north-star-staffing-riyadh-saudi-arabia
ESL Teacher / Adult Literacy Instructor,Keystone Recruitment,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,education,https://wuzzuf.net/jobs/p/g/tysq3xvsyxlk-esl-teacher-adult-literacy-instructor-keystone-recruitment-dubai-united-arab-emirates
"Software Engineer, Backend (Golang)",1inch,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/ybr6rpljuqxy-software-engineer-backend-golang-1inch-dubai-united-arab-emirates
"ITD-Enterprise Architect| Muscat, Oman",Global Solutions - GS Oman,"Cairo, Egypt",Confidential,More Than 12 Years,N/A,Enterprise Architecture,https://wuzzuf.net/jobs/p/cgigcydijodk-itd-enterprise-architect-muscat-oman-global-solutions-gs-oman-cairo-egypt
Senior Full Stack Developer,Advanced control,"السادس من أكتوبر, الجيزة",Confidential,More Than 3 Years,N/A,Laravel,https://wuzzuf.net/jobs/p/vi0qsjbg7akd-senior-full-stack-developer-advanced-control-giza-egypt
Electrical Engineer - Supervisor,Al Baraka Paper Converting Co.,"6th of October, Giza",12000 To 16000 EGP,3 To 7 Years,N/A,Electrical Maintenance,https://wuzzuf.net/jobs/p/hpwly4cy6vsx-electrical-engineer-supervisor-al-baraka-paper-converting-co-giza-egypt
Workforce Analyst - Contact Center/Telecom,Xad Technologies,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Analysis,https://wuzzuf.net/jobs/p/g/mngf66yto0w5-workforce-analyst-contact-centertelecom-xad-technologies-dubai-united-arab-emirates
Production Engineering Manager,T&C Garments,"Obour City, Cairo",Confidential,8 To 15 Years,N/A,Production Engineering,https://wuzzuf.net/jobs/p/7tvb8apduojn-production-engineering-manager-tc-garments-cairo-egypt
Quality Engineer,Sumitomo Electric Egypt,"6th of October, Giza",Confidential,0 To 1 Year,N/A,Engineering,https://wuzzuf.net/jobs/p/dg4rcybfdqpb-quality-engineer-sumitomo-electric-egypt-giza-egypt
Forward Deployed Engineer (UAE),Fairmarkit,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/jobs/p/g/s0tputlcch6q-forward-deployed-engineer-uae-fairmarkit-dubai-united-arab-emirates
AI Engineer,Electro Pi,"Maadi, Cairo",Confidential,More Than 1 Year,N/A,Machine Learning,https://wuzzuf.net/jobs/p/lzhyc4viep2x-ai-engineer-electro-pi-cairo-egypt
Technical Office Engineer – Infrastructure Projects,ELGARHY,"Heliopolis, Cairo",40000 To 50000 EGP,10 To 15 Years,N/A,AutoCAD,https://wuzzuf.net/jobs/p/9mg33euvmsjh-technical-office-engineer-infrastructure-projects-elgarhy-cairo-egypt
Technical Sales Engineer - Pump,Delta power,"Sheraton, Cairo",Confidential,3 To 5 Years,N/A,sales skills,https://wuzzuf.net/jobs/p/hjvrlyiyexyv-technical-sales-engineer-pump-delta-power-cairo-egypt
Digital Operations Engineer,Etisal EG,"10th of Ramadan City, Sharqia",Confidential,2 To 5 Years,N/A,System Monitoring,https://wuzzuf.net/jobs/p/r4surqn6uehd-digital-operations-engineer-etisal-eg-sharqia-egypt
Backend Developer,Charisma Design,"Nasr City, Cairo",Confidential,2 To 4 Years,N/A,PHP,https://wuzzuf.net/jobs/p/1hpaunoj8trv-backend-developer-charisma-design-cairo-egypt
Senior Technical Office Engineer - Tender,KinanCo,"New Cairo, Cairo",25000 To 35000 EGP,More Than 7 Years,N/A,AutoCAD,https://wuzzuf.net/jobs/p/0mxtp2rnuezs-senior-technical-office-engineer-tender-kinanco-cairo-egypt
Software Analyst,CRM,"Nasr City, Cairo",Confidential,More Than 2 Years,N/A,System Integration,https://wuzzuf.net/jobs/p/igtbn01aeqqi-software-analyst-crm-cairo-egypt
Senior Cloud & Application Modernization Engineer,CyberGate Defense,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/jobs/p/g/quauqerualdv-senior-cloud-application-modernization-engineer-cybergate-defense-dubai-united-arab-emirates
Head of Electrical Engineering,CSI,"Heliopolis, Cairo",Confidential,More Than 10 Years,N/A,Electrical Engineering,https://wuzzuf.net/jobs/p/lpnf2b3peq9q-head-of-electrical-engineering-csi-cairo-egypt
"Senior Legal Counsel, Global Contracts Team, EMEA",Lenovo,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,law,https://wuzzuf.net/jobs/p/g/izo7osspotsx-senior-legal-counsel-global-contracts-team-emea-lenovo-dubai-united-arab-emirates
Backend Engineer (Mid-Level),Seha Care,"Sheraton, Cairo",20000 To 50000 EGP,3 To 5 Years,N/A,Strong Python (FastAPI) OR Node.js (Express/NestJS),https://wuzzuf.net/jobs/p/3vosqfpk4szj-backend-engineer-mid-level-seha-care-cairo-egypt
Learning and Development Lead,ALJOMAIH BOTTLING PLANTS,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/yubvpolfh77p-learning-and-development-lead-aljomaih-bottling-plants-riyadh-saudi-arabia
Fitout Engineer,Amkna Architects,"Cairo, Egypt",Confidential,0 To 2 Years,N/A,Engineering,https://wuzzuf.net/jobs/p/czbczsdgw40g-fitout-engineer-amkna-architects-cairo-egypt
Recruitment Specialist (Fluent English Speaker),3D Diagnostix,"Maadi, Cairo",Confidential,1 To 3 Years,N/A,Hiring,https://wuzzuf.net/jobs/p/cy3p6mrxswfd-recruitment-specialist-fluent-english-speaker-3d-diagnostix-cairo-egypt
Sales Director – Middle East (Dubai),Clari5 - A Perfios Company,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,sales,https://wuzzuf.net/jobs/p/g/ejnp58vaogcr-sales-director-middle-east-dubai-clari5-a-perfios-company-dubai-united-arab-emirates
Learning & Development Manager,Marriott International,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Education,https://wuzzuf.net/jobs/p/g/xfdltes2ohdo-learning-development-manager-marriott-international-dubai-united-arab-emirates
Devops Engineer,Electro Pi,"Maadi, Cairo",Confidential,More Than 1 Year,N/A,Problem-Solving,https://wuzzuf.net/jobs/p/pitllayxtk5g-devops-engineer-electro-pi-cairo-egypt
Pre Sales Engineer (Cyber Security),Fixed Solutions,"القاهرة, مصر",Confidential,2 To 5 Years,N/A,Cybersecurity,https://wuzzuf.net/jobs/p/wa0uimhdvnyf-pre-sales-engineer-cyber-security-fixed-solutions-cairo-egypt
Delivery Consultant - Automation - Entry Level,IBM,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/jobs/p/g/c04qn8hohmwm-delivery-consultant-automation-entry-level-ibm-dubai-united-arab-emirates
Cost Estimation Engineer,El-Soadaa Group,"Maadi, Cairo",Confidential,3 To 5 Years,N/A,Cost Estimation,https://wuzzuf.net/jobs/p/yrczefcf1upv-cost-estimation-engineer-el-soadaa-group-cairo-egypt
"Full time Senior ASP Net Core, Blazor Developer",Sinmar Soft,"New Nozha, Cairo",Confidential,4 To 10 Years,N/A,blazor,https://wuzzuf.net/jobs/p/sl14rf0qtvmb-full-time-senior-asp-net-core-blazor-developer-sinmar-soft-cairo-egypt
Software Development Specialist,Help AG,"Maadi, Cairo",1800 To 2000 USD,More Than 5 Years,N/A,Angular,https://wuzzuf.net/jobs/p/acahyftsi8x8-software-development-specialist-help-ag-cairo-egypt
Principal Data Scientist (Remote),Jobgether,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Python,https://wuzzuf.net/jobs/p/g/ozomr3id781z-principal-data-scientist-remote-jobgether-dubai-united-arab-emirates
Mid Level Front end developer React / React Native / API Background,Software House Solution,"Heliopolis, Cairo",Confidential,2 To 6 Years,N/A,React,https://wuzzuf.net/jobs/p/jwkai3dqtssm-mid-level-front-end-developer-react-react-native-api-background-software-house-solution-cairo-egypt
"Cost Engineer vacancy in Mokattam, Cairo",N/A,N/A,Confidential,5 To 10 Years,N/A,Project Cost Control,https://wuzzuf.net/jobs/p/siepuzdga0as-cost-engineer-cairo-egypt
Data Center Technician - Asir - Abha - On-site,Reboot Monkey,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/gj6y31cburzb-data-center-technician-asir-abha-on-site-reboot-monkey-riyadh-saudi-arabia
Junior Security Engineer,Vertex Technologies,"Cairo, Egypt",Confidential,More Than 1 Year,N/A,CIA Triad,https://wuzzuf.net/jobs/p/og9fuoqvunbz-junior-security-engineer-vertex-technologies-cairo-egypt
Storekeeper,Marriott International,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Logistics,https://wuzzuf.net/saudi/jobs/p/g/4xavjgcgaoiy-storekeeper-marriott-international-riyadh-saudi-arabia
Electrical Engineer - Technical Office,Estithmar Holding,"Downtown, Cairo",Confidential,2 To 4 Years,N/A,Fire Alarm,https://wuzzuf.net/jobs/p/dhuoetkylvfv-electrical-engineer-technical-office-estithmar-holding-cairo-egypt
R&D Mechanical Design Engineer,MCV - Obour,"Obour City, Cairo",Confidential,1 To 8 Years,N/A,Research and Development,https://wuzzuf.net/jobs/p/yvfkpe8wzexb-rd-mechanical-design-engineer-mcv-obour-cairo-egypt
DBA oracle,Dicetek LLC,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/cqbmwrkhn5gs-dba-oracle-dicetek-llc-dubai-united-arab-emirates
React Native Mobile Developer,Babeleye,"Maadi, Cairo",12000 To 15000 EGP,2 To 3 Years,N/A,Mobile App Development,https://wuzzuf.net/jobs/p/xo5z72szu5xn-react-native-mobile-developer-babeleye-cairo-egypt
DevOps Engineer - AWS,"Bespin Global MEA, an e& enterprise Company","Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/jobs/p/g/wxitl8fay5n5-devops-engineer-aws-bespin-global-mea-an-e-enterprise-company-dubai-united-arab-emirates
Data Visualization & Automation Engineer,Norconsult Telematics,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/gszslpkqaljh-data-visualization-automation-engineer-norconsult-telematics-riyadh-saudi-arabia
Mechanical Technical Office Engineer,Urbnlanes,"New Cairo, Cairo",Confidential,3 To 7 Years,N/A,"Mechanical, Electrical, and Plumbing (MEP) Mechanical Design Engineering Mechanical engineering Electrical engineering Plumbing (mep) Mechanical design engineering Autocad Revit Hvac systems Building information modeling (bim) Technical drawing Problem-so",https://wuzzuf.net/jobs/p/csvqfiajp3qg-mechanical-technical-office-engineer-urbnlanes-cairo-egypt
Business Analysis Specialist,Etihad,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Business Development,https://wuzzuf.net/jobs/p/g/6jrtkpbwybzc-business-analysis-specialist-etihad-dubai-united-arab-emirates
IT Infrastructure Consultant,AZM Squad,"Cairo, Egypt",Confidential,9 To 20 Years,N/A,Network Architecture,https://wuzzuf.net/jobs/p/7yb6iqglioxj-it-infrastructure-consultant-azm-squad-cairo-egypt
Technical Support Engineer –Pumps Field,Delta power,"Sheraton, Cairo",Confidential,2 To 5 Years,N/A,Problem Solving,https://wuzzuf.net/jobs/p/vg2ux79bn7gc-technical-support-engineer-pumps-field-delta-power-cairo-egypt
Mid-Level Mobile Developer (Android Native + Flutter),Alef Software Company,"Nasr City, Cairo",Confidential,More Than 2 Years,N/A,Android Native Development,https://wuzzuf.net/jobs/p/0oo3fu7qdisv-mid-level-mobile-developer-android-native-flutter-alef-software-company-cairo-egypt
Lead Operations Manager - REMOTE,Jobgether,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Operations,https://wuzzuf.net/jobs/p/g/tidy0pmtlcq4-lead-operations-manager-remote-jobgether-dubai-united-arab-emirates
Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo, Egypt",80000 To 160000 EGP,More Than 7 Years,N/A,Optimization Algorithms,https://wuzzuf.net/jobs/p/qjkmwoccpsid-principal-ai-architect-optimization-decision-intelligence-makkook-ai-cairo-egypt
CNC / Automation Engineer,Mobica,"Abu Rawash, Giza",Confidential,2 To 8 Years,N/A,CNC Programming,https://wuzzuf.net/jobs/p/wzsormr534sq-cnc-automation-engineer-mobica-giza-egypt
تكنولوجيا المعلومات/تطوير البرمجيات,شركة سكن العقارية,"Cairo, Egypt",Confidential,5 To 15 Years,N/A,Full Stack Development,https://wuzzuf.net/jobs/p/447obowidiem-tknologya-almaalomatttoyr-albrmgyat-shrk-skn-alaakary-cairo-egypt
Senior Cost Management Engineer,PRE Group,"New Cairo, Cairo",Confidential,More Than 5 Years,N/A,Cost Estimation,https://wuzzuf.net/jobs/p/qhnvmikknsqv-senior-cost-management-engineer-pre-group-cairo-egypt
Mid-level Flutter Developer,Apex Company,"Nasr City, Cairo",Confidential,More Than 2 Years,N/A,Flutter,https://wuzzuf.net/jobs/p/jy8nhe42bklu-mid-level-flutter-developer-apex-company-cairo-egypt
Front End Developer,Electro Pi,"المعادي, القاهرة",Confidential,More Than 3 Years,N/A,Angular,https://wuzzuf.net/jobs/p/gu91mfoxjhqz-front-end-developer-electro-pi-cairo-egypt
Budget Analyst,ChatGPT Jobs,"Dubai, United Arab Emirates",Confidential,Not Specified,"OtherBenefits: Medical, Dental, Vision, Life, Retirement, PTOPosted: 13 hours agoJob Description This is an entry-level position. Please review the listed pay range before applying. ***Job Title: Budget AnalystReports To: Manager of Budgeting and Operations DevelopmentDepartment: OperationsFLSA Status: Non-Exempt/HourlyPosition Status: Full-TimeLocation: United States (remote)Work Schedule: Monday - Friday 8:00 am - 5 pm subject to change based on project assignments/deadlinesBase Pay Range: $27.89 - $30.29 per hour ($58,011.20 - $63,003.20 per year)Travel: Up to 5% of the time, on approved assignmentJob SummaryThe Analyst position supports the growth, performance, and infrastructure of the Operations team through financial, operational, and data-driven analysis. This role works cross-functionally with internal stakeholders to develop forecasts, analyze historical performance, draft annual budgets, and support strategic decision-making across a portfolio of real estate assets.Essential Duties & ResponsibilitiesProduce complete annual budgets and reforecasts for each managed facility and for corporate departments as needed.Develop and maintain financial and operational analyses, forecasts, and ad hoc projects as needed.Translate data from multiple sources into clear, actionable insights for management.Work collaboratively with other internal departments to complete projects and initiatives.Leverage data tools and programming languages (e.g., SQL, Python, or similar) to extract, manipulate, and analyze large datasets.Assist with process improvement initiatives related to data quality, reporting automation, and analytical workflows.Perform other duties and special projects as assigned.QualificationsEducation / Experience:Bachelors degree in Accounting, Finance, Economics, Statistics, or equivalent from an accredited college or university highly preferredAccounting experience preferredRelevant years of work experience may substitute for the degree requirementFoundational knowledge of accounting terms and conceptsSkillsProficiency with accounting concepts such as journal entries, GAAP compliance, and financial reportingStrong analytical and problem-solving skills with high attention to detailExperience working with historical financial and operational data to develop forward-looking assumptionsData-oriented mindset with working knowledge of SQL, Python, or similar analytical/programming toolsExperience with statistical analysis, data science, and/or data visualization tools preferredFamiliarity with flagship AI tools such as ChatGPT, Claude, Copilot, and GrokExcellent written and verbal communication skills, with the ability to explain complex analyses to diverse stakeholders including senior leadershipStrong organizational skills with the ability to manage multiple priorities and shifting deadlines in a fast-paced environmentProactive, self-motivated self-starter with the ability to work independently while collaborating effectively in a team settingProfessional demeanor with sound judgment, discretion, and the ability to handle confidential matters appropriatelyAbility to understand and comply with company policies and relevant industry standardsInterest or experience in real estate operations, asset performance, or portfolio analytics preferredProficiency in Microsoft Office Suite, with advanced Excel skills highly preferredBenefits For Full-Time EmployeesPaid Time OffPaid Holidays401(k) EligibilityHealth Benefits: Medical, Dental, VisionLife Insurance BenefitsSupplemental (Flexible Spending Accounts, Disability, Cancer/Critical Care, Hospitalization, Accident)Recognition of Hard Work and Exemplary PerformanceClean, Air Conditioned, Friendly Working EnvironmentDiscretionary Bonus Based on Several FactorsAbout Westport PropertiesFounded in 1985, Westport Properties (WPI) is an owner-operator of self storage, multifamily and industrial properties across the United States. The Company is a fully integrated operator that develops, acquires and manages its portfolio as well as providing third-party management services. As of January 2025, WPI has over 17 million square feet of self storage space under management and its total assets under management is over $3 billion with its US Storage Centers brand as well as over 650 multifamily units while employing over 600 people nationwide. WPI is a founding partner of the 501(c)3 Kure-It, a non-profit organization that raises money for underfunded cancer research, and Charity Storage, a 501(c)3 that uses vacant storage units to raise money for local charities. To date, Kure-It has raised over $15M and Charity Storage has raised over $1.2M.",Accounting,https://wuzzuf.net/jobs/p/g/cmgb2bjpvodw-budget-analyst-chatgpt-jobs-dubai-united-arab-emirates
